sentence_id,first_word_idx,last_word_idx,onset_first_word,offset_last_word,duration_sentence,word_count,text,first_word,last_word
50,1089,1128,1303409.96,1317433.52,14023.5600000001,40,"Descubria a Giovanni cuando apenas llevaba unas semanas en Roma gracias al gigantesco cibercafe que hay en la Piazza Barberini, frente a esa fuente, que consiste en un erótico tritón con una caracola entre los labios a modo de trompeta.","Descubria",trompeta.
51,1129,1155,1318214.29,1329600.74,11386.45,27,"El Giovanni, no el tritón había dejado una nota en el tablón de anuncios explicando que un italiano nativo buscaba un estadounidense nativo para poder practicar idiomas.","El",idiomas.
52,1156,1177,1330375.85,1337384.69,7008.83999999985,22,"Justo al lado de su nota había otra con el mismo texto, idéntico en todo, palabra por palabra, hasta en la letra.","Justo",letra.
53,1178,1185,1338093.71,1340289.7,2195.98999999999,8,"La única diferencia eran los datos de contacto.","La",contacto.
54,1186,1207,1341422.86,1350099.6,8676.73999999999,22,"Una de las notas daba una dirección de correo electrónico de un tal Giovanni la otra mencionaba a un hombre llamado Darío.","Una",Darío.
55,1208,1217,1350802.54,1353143.48,2340.93999999994,10,"Pero hasta el teléfono fijo que daban era el mismo.","Pero",mismo.
56,1218,1238,1354255.41,1363333.38,9077.96999999997,21,"Empleando mi aguda intuición, les envié el mismo correo electrónico a los dos con una pregunta en Italiano son hermanos quizá?","Empleando",quizá?
57,1239,1256,1364657.22,1373339.22,8682,18,"Fue Giovanni quien me respondió con este mensaje tan provocativo como dicen los Italianos mejor todavía somos gemelos.","Fue",gemelos.
58,1257,1258,1374804.95,1375333.82,528.870000000112,2,"Pues sí.","Pues",sí.
59,1259,1260,1375570.16,1376603.44,1033.28000000003,2,"mucho mejor.","mucho",mejor.
60,1261,1297,1377149.71,1391711.44,14561.73,37,"Resultó que eran dos gemelos idénticos de 25 años altos, morenos, guapos y con esos enormes ojos castaños que tienen los italianos, que parecen líquidos por el centro y que a mí me hacen perder el norte.","Resultó",norte.
61,1298,1322,1392904.47,1399905.42,7000.94999999995,25,"Después de conocer a los dos chicos en persona empecé a pensar si no debería replantearme la idea de pasar todo el año en celibato.","Después",celibato.
62,1323,1371,1400674.87,1419979.71,19304.8399999999,49,"Por ejemplo, podía seguir totalmente célibe, pero tener como amantes a un par de hermosos gemelos italianos de 25 años, hecho que me recordaba vagamente a una amiga mía que es vegetariana pero come beicon Aunque de pronto me vi escribiendo uno de esos relatos para la revista Penthouse.","Por",Penthouse.
63,1372,1391,1421165.66,1428632.22,7466.56000000006,20,"En la penumbra de las titilantes velas del café romano, era imposible saber de quién eran las manos que acariciaban.","En",acariciaban.
64,1392,1396,1429451.2,1431654.27,2203.07000000007,5,"Pero no, no y no.","Pero",no.
65,1397,1400,1432924.7,1434830.57,1905.87000000011,4,"Interrumpí la fantasía bruscamente.","Interrumpí",bruscamente.
66,1401,1425,1435898.63,1443546.94,7648.31000000006,25,"No era el momento adecuado para andar buscando amores que complicaran aún más mi ya enrevesada vida, cosa que iba a suceder de todas formas.","No",formas.
67,1426,1439,1444295.16,1448187.56,3892.40000000014,14,"Era el momento de buscar esa paz terapéutica que solo se encuentra en soledad.","Era",soledad.
68,1440,1463,1449450,1456750.48,7300.47999999998,24,"El caso es que a estas alturas, a mediados de noviembre, el timido y estudioso Giovanni y yo nos hemos hecho muy buenos amigos.","El",amigos.
69,1464,1505,1457597.77,1471393.48,13795.71,42,"En cuanto a Dario, el hermano más ligón y presumido de los dos, le he presentado a mi querida amiga sueca Sofie Y de sus tardes en Roma, solo diré que eso sí­ es un intercambio Tándem y lo demás son tonterías.","En",tonterías.
70,1506,1512,1472218.55,1474783.48,2564.92999999993,7,"En cambio, Giovanni y yo solo hablamos.","En",hablamos.
71,1513,1517,1475507.64,1477527.33,2019.69000000018,5,"Es decir, comemos y hablamos.","Es",hablamos.
72,1518,1539,1478439.72,1488006.03,9566.31000000006,22,"Llevamos ya muchas semanas agradables comiendo y hablando, compartiendo pizzas y pequeñas correcciones gramaticales, y esta noche no ha sido una excepción.","Llevamos",excepción.
73,1540,1550,1488791.47,1492909.56,4118.09000000008,11,"Una hermosa velada a base de nuevos modismos y mozzarella fresca.","Una",fresca.
74,1551,1592,1493925.58,1511192.12,17266.54,42,"Ahora es medianoche, hay niebla y Giovanni me está acompañando a casa, a mi apartamento del centro, en un barrio de callejones dispuestos orgánicamente en torno a los clásicos edificios romanos, como una red de pequeños afluentes serpenteando entre bosquecillos de cipreses.","Ahora",cipreses.
75,1593,1598,1511916.93,1513640,1723.07000000007,6,"Ahora estamos delante de mi puerta.","Ahora",puerta.
76,1599,1600,1514381.81,1515240,858.189999999944,2,"Nos miramos.","Nos",miramos.
77,1601,1606,1516196.68,1518086.12,1889.44000000018,6,"Giovanni me da un abrazo cariñoso.","Giovanni",cariñoso.
78,1607,1621,1519036.16,1523907.18,4871.02000000002,15,"Esto es todo un avance durante las primeras semanas se limitaba a darme la mano.","Esto",mano.
79,1622,1636,1524550.57,1528883.62,4333.05000000005,15,"Creo que si pasara tres años más en Italia, el chico acabaría atreviéndose a besarme.","Creo",besarme.
80,1637,1682,1529364.84,1548710.97,19346.1299999999,46,"Aunque, bien mirado, le podría dar por besarme ahora mismo, esta noche, aquí mismo, delante de mi puerta aún hay una posibilidad, porque nuestros cuerpos están tan pegados uno al otro y a la luz de la luna, y está claro que sería un error tremendo.","Aunque,",tremendo.
81,1683,1701,1549395.48,1557248.7,7853.21999999997,19,"Pero sigue siendo maravilloso pensar que pudiera atreverse ahora mismo, que la diera por inclinarse hacia mí y y.","Pero",y.
82,1702,1703,1559272.93,1559938.11,665.180000000168,2,"Pero no.","Pero",no.
83,1704,1709,1560721.68,1562330.42,1608.73999999999,6,"Tras abrazarme, se aparta de mí.","Tras",mí.
84,1710,1716,1563449.36,1566950.43,3501.06999999983,7,"Buenas noches, mi querida Liz, me dice.","Buenas",dice.
85,1717,1722,1567724.05,1571177.88,3453.82999999984,6,"Buona note, caro mio, le contesto.","Buona",contesto.
86,1723,1732,1571930.8,1576136.73,4205.92999999993,10,"Subo las escaleras hasta mi apartamento del cuarto piso Sola.","Subo",Sola.
87,1733,1740,1577201.2,1580722.97,3521.77000000002,8,"Abro la puerta de mi estudio diminuto Sola.","Abro",Sola.
88,1741,1746,1581938.23,1584038.48,2100.25,6,"Una vez dentro, cierro la puerta.","Una",puerta.
89,1747,1751,1584982.92,1586694.84,1711.92000000016,5,"Otra noche solitaria en Roma.","Otra",Roma.
90,1752,1775,1587283.63,1596671.73,9388.10000000009,24,"me espera otra larga noche durmiendo sin nada ni nadie con quien compartir la cama, salvo un montón de glosarios y diccionarios de italiano.","me",italiano.
91,1776,1780,1597588.86,1601188.78,3599.91999999993,5,"Estoy sola, estoy completamente sola.","Estoy",sola.
92,1781,1786,1601828.98,1603719.33,1890.35000000009,6,"Estoy más sola que la una.","Estoy",una.
93,1787,1806,1604917.64,1611110.63,6192.98999999999,20,"Una vez Asimilado el hecho, dejo caer el bolso, me pongo de rodillas y apoyo la frente en el suelo.","Una",suelo.
94,1807,1820,1611823,1618016.12,6193.12000000011,14,"En esta postura ofrezco al universo una sentida oración de agradecimiento, primero en inglés.","En",inglés.
95,1821,1834,1618505.36,1624278.18,5772.82000000007,14,"Después en italiano y por último..., por si no ha quedado claro, en sánscrito.","Después",sánscrito.
96,1835,1883,2492850.01,2509321.13,16471.1200000001,49,"Y como ya estoy en el suelo en actitud suplicante, permitidme que me quede así mientras retrocedo en el tiempo hasta tres años antes de que empezara toda esta historia, hasta un momento en el que estaba yo exactamente en la misma postura, de rodillas en el suelo, rezando.","Y",rezando.
97,1884,1897,2510350.31,2514457.68,4107.36999999965,14,"En la escena de hace tres años, todo lo demás era distinto, eso sí.","En",sí.
98,1898,1932,2515349.39,2523863.07,8513.68000000017,35,"En aquella ocasión no estaba en Roma, sino en el cuarto de baño del piso de arriba de la enorme casa que me acababa de comprar con mi marido en las afueras de Nueva York.","En",York.
99,1933,1945,2524681.13,2529173.77,4492.64000000013,13,"Estábamos en noviembre, hacía frío y eran como las tres de la mañana.","Estábamos",mañana.
100,1946,1951,2530006.27,2531696.2,1689.9299999997,6,"Mi marido dormía en nuestra cama.","Mi",cama.
101,1952,1979,2532724.64,2543062.45,10337.8100000001,28,"Yo ya llevaba unas cuarenta y siete noches consecutivas escondiéndome en el cuarto de baño y exactamente igual que en las noches anteriores, estaba llorando a moco tendido.","Yo",tendido.
102,1980,2024,2543691.13,2559941.13,16250,45,"Llorando tanto, de hecho, que en las baldosas del suelo del cuarto de baño se estaba formando un enorme lago de lágrimas y mocos, Un auténtico lago inferior, por así decirlo, formado por las aguas de mi vergüenza, mi miedo, mi confusión y mi tristeza.","Llorando",tristeza.
103,2025,2029,2561079.39,2562420.59,1341.20000000019,5,"Ya no quiero estar casada.","Ya",casada.
104,2030,2051,2563644.67,2570881.2,7236.5299999998,22,"Estaba haciendo todo lo posible por no enterarme del tema, pero la verdad se me aparecía con una insistencia cada vez mayor.","Estaba",mayor.
105,2052,2056,2571837.37,2573008.12,1170.75,5,"ya no quiero estar casada.","ya",casada.
106,2057,2064,2573674.48,2575614.36,1939.87999999989,8,"No quiero vivir en esta casa tan grande.","No",grande.
107,2065,2069,2575947.88,2577100.13,1152.25,5,"No quiero tener un hijo.","No",hijo.
108,2070,2077,2578386.81,2580809.52,2422.70999999996,8,"Pero lo normal era querer tener un hijo.","Pero",hijo.
109,2078,2080,2581549.47,2582711.13,1161.66000000015,3,"Tenía 31 años.","Tenía",años.
110,2081,2118,2583592.96,2597496.55,13903.5899999999,38,"Mi marido y yo, que llevábamos ocho años juntos, seis casados, habíamos basado nuestra vida en la idea compartida de que a los 30 seríamos los dos unos vejestorios y yo querría sentar la cabeza y tener hijos.","Mi",hijos.
111,2119,2158,2598543.88,2612129.61,13585.73,40,"Para entonces, pensábamos, me habría hartado de viajar y estaría encantada de vivir en una casa enorme con mucho ajetreo, niños, colchas hechas a mano, un jardín en la parte de atrás y un buen guiso borboteando en la cocina.","Para",cocina.
112,2159,2187,2612912.63,2621577.41,8664.78000000026,29,"El hecho de que este sea un retrato bastante fiel de mi madre indica lo mucho que me costaba entonces deslindarme de la poderosa mujer que me había criado.","El",criado.
113,2188,2201,2622556.6,2627237.29,4680.69000000041,14,"Pero descubrí, y me quedé atónita, que yo no quería lo mismo que ella.","Pero",ella.
114,2202,2229,2627875.75,2636467.17,8591.41999999993,28,"En mi caso, al rebasar la veintena y ver que los 30 se acercaban como una pena de muerte, me di cuenta de que no quería quedarme embarazada.","En",embarazada.
115,2230,2244,2637181.07,2641468.86,4287.79000000004,15,"Estaba convencida de que me iban a entrar ganas de tener un hijo, pero nada.","Estaba",nada.
116,2245,2253,2642413.95,2645119.35,2705.39999999991,9,"Y sé lo que es empeñarse en algo, creedme.","Y",creedme.
117,2254,2266,2646099.01,2649535.66,3436.65000000037,13,"Sé bien lo que es tener una necesidad perentoria de hacer una cosa.","Sé",cosa.
118,2267,2271,2650538.29,2651575.39,1037.09999999963,5,"Pero yo no la tenía.","Pero",tenía.
119,2272,2308,2652043.56,2662281.13,10237.5699999998,37,"Es más, no hacía más que pensar en lo que me había dicho mi hermana un buen día mientras daba el pecho a su primer retoño tener un hijo es como hacerse un tatuaje en la cara.","Es",cara.
120,2309,2316,2662968.38,2665794.06,2825.68000000017,8,"Antes de hacerlo, tienes que tenerlo muy claro.","Antes",claro.
121,2317,2325,2667034.19,2670142.54,3108.35000000009,9,"Pero a esas alturas, cómo iba a echarme atrás?","Pero",atrás?
122,2326,2329,2670870.72,2672232.29,1361.5700000003,4,"Todas las piezas encajaban.","Todas",encajaban.
123,2330,2334,2672696.84,2674151.51,1454.66999999993,5,"Ese año era el perfecto.","Ese",perfecto.
124,2335,2341,2674511.84,2678121.84,3610,7,"De hecho, llevábamos varios meses intentando preñarnos.","De",preñarnos.
125,2342,2368,2679017.39,2688961.13,9943.74000000022,27,"pero no pasaba nada, aparte de que, en una especie de parodia sarcástica de un embarazo, yo tenía náuseas psicosomáticas y vomitaba el desayuno todas las mañanas.","pero",mañanas.
126,2369,2395,2689700.02,2700304.36,10604.3399999999,27,"Y todos los meses, cuando me venía el período, susurraba a escondidas en el cuarto de baño Gracias, gracias, gracias, gracias por concederme otro mes de vida.","Y",vida.
127,2396,2405,2701554.79,2704282.15,2727.35999999987,10,"Me decía a mí misma que lo mío era normal.","Me",normal.
128,2406,2420,2705047.35,2710108.8,5061.45000000019,15,"Seguro que a todas las mujeres que querían quedarse embarazadas les pasaba lo mismo Decidí.","Seguro",Decidí.
129,2421,2435,2711143.99,2719215.93,8071.93999999994,15,"ambivalente era la palabra que usaba, huyendo de una descripción mucho más precisa Totalmente aterrorizada.","ambivalente",aterrorizada.
130,2436,2486,2720228.39,2737976.33,17747.9400000004,51,"quería convencerme de que lo que me pasaba era típico, pese a las abundantes pruebas en contra, Como la amiga con la que me había encontrado la semana anterior, que se había quedado embarazada por primera vez después de dejarse una fortuna en tratamientos de fertilidad durante dos años, Estaba entusiasmada.","quería",entusiasmada.
131,2487,2495,2738642.99,2741268.34,2625.35000000009,9,"Había querido ser madre toda su vida, me dijo.","Había",dijo.
132,2496,2520,2741893.9,2748271.13,6377.22999999998,25,"Y me confesó que llevaba años comprando ropa de bebé a escondidas y metiéndola debajo de la cama para que no la viera su marido.","Y",marido.
133,2521,2529,2749246.11,2751730.9,2484.79000000004,9,"Vi la alegría en su rostro y la reconocí.","Vi",reconocí.
134,2530,2569,2752465.99,2765760.76,13294.77,40,"Era exactamente la misma alegría que había iluminado mi rostro la primavera pasada, el día en que descubrí que la revista para la que trabajaba me iba a mandar a Nueva Zelanda para escribir un reportaje sobre el calamar gigante.","Era",gigante.
135,2570,2595,2766279.61,2775151.13,8871.52000000002,26,"Y pensé mientras tener un hijo no me haga tan feliz como irme a Nueva Zelanda a investigar el calamar gigante, no puedo tener un hijo.","Y",hijo.
136,2596,2600,2776096.89,2777294.92,1198.03000000026,5,"Ya no quiero estar casada.","Ya",casada.
137,2601,2612,2778521.06,2782378.1,3857.03999999957,12,"De día lograba no pensar en ello, pero de noche me obsesionaba.","De",obsesionaba.
138,2613,2614,2783140,2784533.36,1393.35999999987,2,"Menuda catástrofe.","Menuda",catástrofe.
139,2615,2634,2785361.47,2791549.07,6187.60000000009,20,"¿Cómo podía ser tan imbécil y tan jeta de haberme involucrado hasta ese punto en mi matrimonio para acabar separándome?","¿Cómo",separándome?
140,2635,2644,2792936.13,2795202.93,2266.79999999981,10,"si solo hacía un año que habíamos comprado la casa.","si",casa.
141,2645,2657,2795922.27,2798361.29,2439.02000000002,13,"¿O es que no me había gustado irme a una casa tan bonita?","¿O",bonita?
142,2658,2669,2799198.77,2801551.13,2352.35999999987,12,"¿O es que no era yo la primera, la que le encantaba?","¿O",encantaba?
143,2670,2682,2802407.82,2808245.45,5837.62999999989,13,"¿Entonces, por qué la recorría medio sonámbula todas las noches, aullando como Medea?","¿Entonces,",Medea?
144,2683,2742,2808983.31,2830651.13,21667.8199999998,60,"¿O es que no estaba orgullosa de todo lo que habíamos acumulado, De la magnífica casa del valle del Hudson, del apartamento en Manhattan, de las ocho líneas de teléfono de los amigos, los picnics y las fiestas, de pasar los fines de semana paseando por los pasillos de nuestra tienda de lujo preferida, comprando el enésimo electrodoméstico a crédito?","¿O",crédito?
145,2743,2772,2831561.13,2840149.68,8588.54999999981,30,"¿Si yo había participado activamente, segundo a segundo, en la construcción de nuestra vida, por qué me daba la sensación de que el tema no tenía nada que ver conmigo?","¿Si",conmigo?
146,2773,2779,2840950.83,2843462.04,2511.20999999996,7,"¿Por qué me abrumaba tanto la responsabilidad?","¿Por",responsabilidad?
147,2780,2791,2843764.14,2846633.3,2869.16000000015,12,"¿Y por qué estaba harta de ser la que más dinero ganaba?","¿Y",ganaba?
148,2792,2801,2846633.3,2849945.35,3312.05000000028,10,"y la coordinadora social, y la que paseaba al perro?","y",perro?
149,2802,2816,2849945.35,2855523.82,5578.46999999974,15,"y la esposa, y la futura madre y a ratos, en momentos robados, la escritora?","y",escritora?
150,2817,2821,2856572.62,2857708.51,1135.88999999966,5,"Ya no quiero estar casada.","Ya",casada.
151,2822,2833,2858962.62,2861989.09,3026.46999999974,12,"Al otro lado de la pared, mi marido dormía en nuestra cama.","Al",cama.
152,2834,2842,2862525.63,2865540.18,3014.54999999981,9,"Lo quería y no lo aguantaba a partes iguales.","Lo",iguales.
153,2843,2850,2866437.03,2868967.15,2530.12000000011,8,"Pero no podía despertarlo para contarle mis penas.","Pero",penas.
154,2851,2853,2869982.52,2870844.21,861.689999999944,3,"De qué serviría?","De",serviría?
155,2854,2872,2871820.18,2880219.95,8399.77000000048,19,"Ya llevaba meses viéndome desmoronarme, viéndome comportarme como una demente Los dos usábamos esa palabra y lo tenía agotado.","Ya",agotado.
156,2873,2889,2881137.78,2885440.7,4302.91999999993,17,"Ambos sabíamos que a mí me pasaba algo y él estaba cada vez más harto del tema.","Ambos",tema.
157,2890,2909,2886663.71,2894641.85,7978.13999999966,20,"Habíamos discutido y llorado y estábamos exhaustos, como sólo puede estarlo una pareja cuyo matrimonio se está cayendo a trozos.","Habíamos",trozos.
158,2910,2915,2895468.66,2897247.47,1778.80999999959,6,"Teníamos la mirada de un refugiado.","Teníamos",refugiado.
159,2916,2939,2898504.27,2905991.21,7486.93999999994,24,"Los numerosos motivos por los que ya no quería ser la esposa de ese hombre son demasiado tristes y demasiado íntimos para enumerarlos aquí.","Los",aquí.
160,2940,2961,2906766.71,2913991.13,7224.41999999993,22,"Mis problemas tenían mucho que ver en el asunto, pero una buena parte de nuestras dificultades también estaban relacionadas con temas suyos.","Mis",suyos.
161,2962,2986,2914742.55,2925279.77,10537.2199999997,25,"Es natural, Al fin y al cabo, en un matrimonio hay dos personas, dos votos, dos opiniones, dos bandos opuestos de decisiones, deseos y limitaciones.","Es",limitaciones.
162,2987,3021,2926283,2936676.97,10393.9699999997,35,"Pero tampoco pretendo convencer a nadie de que yo sea capaz de dar una versión objetiva de nuestra historia, de modo que la crónica de nuestro matrimonio fallido se quedará sin contar en este libro.","Pero",libro.
163,3022,3055,2937467.06,2948128.87,10661.8100000001,34,"Tampoco mencionaré aquí todos los motivos por los que sí quería seguir siendo su esposa, ni lo maravilloso que era, ni por qué le quería y era incapaz de imaginar la vida sin él.","Tampoco",él.
164,3056,3062,2949401.13,2951247.43,1846.29999999981,7,"No voy a compartir nada de eso.","No",eso.
165,3063,3079,2952377.64,2959730.93,7353.29000000004,17,"Basta con decir que en esa noche concreta, él seguía siendo tanto mi faro como mi albatros.","Basta",albatros.
166,3080,3090,2960897.7,2965763.21,4865.51000000024,11,"Lo único que me parecía tan impensable como irme era quedarme.","Lo",quedarme.
167,3091,3097,2966488.39,2969128.56,2640.16999999993,7,"No quería destrozar nada ni a nadie.","No",nadie.
168,3098,3120,2970178.51,2978386.48,8207.9700000002,23,"Solo quería marcharme silenciosamente por la puerta de atrás sin ningún jaleo ni secuela, y no parar de correr hasta llegar a Groenlandia.","Solo",Groenlandia.
169,3121,3130,2979653.57,2981973.14,2319.56999999983,10,"Esta parte de mi historia no es alegre, lo sé.","Esta",sé.
